timestamp,electricity_price
2025-07-08 14:16:03.134891,0.2
2025-07-08 15:16:03.134891,0.17928932188134528
2025-07-08 16:16:03.134891,0.16339745962155616
2025-07-08 17:16:03.134891,0.15340741737109315
2025-07-08 18:16:03.134891,0.15
2025-07-08 19:16:03.134891,0.15340741737109315
2025-07-08 20:16:03.134891,0.16339745962155613
2025-07-08 21:16:03.134891,0.17928932188134522
2025-07-08 22:16:03.134891,0.19999999999999996
2025-07-08 23:16:03.134891,0.22411809548974784
2025-07-09 00:16:03.134891,0.25
2025-07-09 01:16:03.134891,0.2758819045102521
2025-07-09 02:16:03.134891,0.3
2025-07-09 03:16:03.134891,0.3207106781186548
2025-07-09 04:16:03.134891,0.33660254037844384
2025-07-09 05:16:03.134891,0.34659258262890685
2025-07-09 06:16:03.134891,0.35
2025-07-09 07:16:03.134891,0.34659258262890685
2025-07-09 08:16:03.134891,0.3366025403784439
2025-07-09 09:16:03.134891,0.3207106781186548
2025-07-09 10:16:03.134891,0.3
2025-07-09 11:16:03.134891,0.2758819045102521
2025-07-09 12:16:03.134891,0.25
2025-07-09 13:16:03.134891,0.22411809548974793
